GR_ID,PO_ID,Actual_Delivery_Date,Quantity_Received,Defect_Qty
GR01979,PO01979,2022-09-26,916,16
GR01980,PO01980,2024-12-25,232,6
GR01981,PO01981,2023-12-14,989,9
GR01982,PO01982,2023-08-09,699,13
GR01983,PO01983,2023-08-28,558,11
GR01984,PO01984,2023-12-12,389,7
GR01985,PO01985,2022-05-20,291,1
GR01986,PO01986,2024-07-11,373,14
GR01987,PO01987,2022-08-16,700,1
GR01988,PO01988,2024-04-09,891,13
GR01989,PO01989,2023-08-06,505,5
GR01990,PO01990,2023-10-01,319,2
GR01991,PO01991,2023-05-30,301,3
GR01992,PO01992,2024-10-27,405,5
GR01993,PO01993,2023-04-06,850,13
GR01994,PO01994,2023-02-16,785,7
GR01995,PO01995,2022-07-22,95,1
GR01996,PO01996,2022-02-22,494,5
GR01997,PO01997,2022-11-11,217,2
GR01998,PO01998,2024-03-12,553,8
GR01999,PO01999,2024-03-27,404,4
GR02000,PO02000,2023-09-09,432,5
GR02001,PO02001,2024-06-20,893,10
GR02002,PO02002,2022-07-11,853,5
GR02003,PO02003,2023-02-25,214,3
GR02004,PO02004,2023-02-17,125,1
GR02005,PO02005,2025-02-01,350,9
GR02006,PO02006,2023-11-30,375,1
GR02007,PO02007,2022-12-30,156,0
GR02008,PO02008,2024-09-01,395,2
GR02009,PO02009,2023-04-02,955,6
GR02010,PO02010,2024-12-23,209,1
GR02011,PO02011,2024-02-23,606,11
GR02012,PO02012,2022-11-14,393,4
GR02013,PO02013,2022-07-20,767,6
GR02014,PO02014,2022-08-07,487,0
GR02015,PO02015,2022-05-10,668,5
GR02016,PO02016,2023-12-21,205,1
GR02017,PO02017,2022-10-23,152,1
GR02018,PO02018,2023-12-01,258,3
GR02019,PO02019,2022-06-08,467,7
GR02020,PO02020,2024-12-08,318,4
GR02021,PO02021,2023-05-26,350,3
GR02022,PO02022,2024-11-11,144,0
GR02023,PO02023,2023-07-18,447,5
GR02024,PO02024,2022-04-29,202,2
GR02025,PO02025,2024-06-01,419,3
GR02026,PO02026,2024-05-15,486,2
GR02027,PO02027,2023-04-08,351,4
GR02028,PO02028,2023-04-25,254,3
GR02029,PO02029,2022-09-29,75,1
GR02030,PO02030,2025-01-19,219,3
GR02031,PO02031,2024-10-01,128,2
GR02032,PO02032,2022-10-11,914,17
GR02033,PO02033,2023-08-11,364,2
GR02034,PO02034,2024-03-29,528,10
GR02035,PO02035,2022-12-29,965,15
GR02036,PO02036,2022-08-01,141,2
GR02037,PO02037,2022-11-23,446,7
GR02038,PO02038,2022-08-22,425,4
GR02039,PO02039,2023-01-16,427,3
GR02040,PO02040,2024-02-22,501,7
GR02041,PO02041,2022-03-11,315,13
GR02042,PO02042,2023-07-22,524,5
GR02043,PO02043,2024-06-05,278,3
GR02044,PO02044,2024-07-03,622,9
GR02045,PO02045,2023-08-26,203,3
GR02046,PO02046,2024-01-22,135,2
GR02047,PO02047,2024-06-04,873,42
GR02048,PO02048,2022-08-01,471,4
GR02049,PO02049,2024-08-21,613,10
GR02050,PO02050,2022-06-11,910,14
GR02051,PO02051,2022-04-23,884,16
GR02052,PO02052,2023-05-26,474,8
GR02053,PO02053,2023-09-23,749,3
GR02054,PO02054,2024-01-24,635,7
GR02055,PO02055,2024-04-04,532,0
GR02056,PO02056,2023-10-25,126,1
GR02057,PO02057,2023-10-26,973,15
GR02058,PO02058,2024-07-15,562,23
GR02059,PO02059,2022-05-20,865,11
GR02060,PO02060,2022-08-07,172,1
GR02061,PO02061,2023-05-14,227,3
GR02062,PO02062,2024-10-08,263,2
GR02063,PO02063,2022-05-21,179,3
GR02064,PO02064,2024-01-04,483,12
GR02065,PO02065,2023-12-31,745,6
GR02066,PO02066,2024-12-08,251,1
GR02067,PO02067,2024-04-06,900,11
GR02068,PO02068,2023-07-20,375,5
GR02069,PO02069,2022-08-13,134,1
GR02070,PO02070,2024-05-20,617,9
GR02071,PO02071,2024-10-19,614,7
GR02072,PO02072,2024-07-16,924,13
GR02073,PO02073,2022-10-30,582,9
GR02074,PO02074,2022-08-03,987,5
GR02075,PO02075,2023-11-25,850,16
GR02076,PO02076,2024-03-16,846,14
GR02077,PO02077,2022-04-19,165,1
GR02078,PO02078,2022-08-03,202,3
GR02079,PO02079,2024-04-05,626,11
GR02080,PO02080,2022-09-25,996,6
GR02081,PO02081,2023-05-17,621,8
GR02082,PO02082,2022-10-11,849,13
GR02083,PO02083,2022-09-22,937,5
GR02084,PO02084,2023-05-29,946,8
GR02085,PO02085,2023-01-20,944,24
GR02086,PO02086,2023-07-18,320,2
GR02087,PO02087,2024-03-30,717,8
GR02088,PO02088,2023-03-31,631,5
GR02089,PO02089,2022-05-15,88,0
GR02090,PO02090,2023-02-08,327,3
GR02091,PO02091,2022-11-26,197,3
GR02092,PO02092,2024-10-08,84,0
GR02093,PO02093,2024-06-03,957,18
GR02094,PO02094,2023-03-12,756,12
GR02095,PO02095,2022-07-22,95,0
GR02096,PO02096,2024-09-11,992,6
GR02097,PO02097,2023-05-09,967,10
GR02098,PO02098,2024-09-13,66,1
GR02099,PO02099,2024-04-19,886,4
GR02100,PO02100,2022-06-20,363,3
GR02101,PO02101,2024-03-15,912,14
GR02102,PO02102,2024-10-06,923,17
GR02103,PO02103,2022-10-18,937,7
GR02104,PO02104,2024-07-21,184,1
GR02105,PO02105,2024-07-13,811,6
GR02106,PO02106,2022-09-08,837,6
GR02107,PO02107,2022-10-11,321,5
GR02108,PO02108,2024-11-09,667,4
GR02109,PO02109,2024-09-04,240,1
GR02110,PO02110,2024-08-04,261,4
GR02111,PO02111,2023-07-02,807,11
GR02112,PO02112,2024-06-09,823,14
GR02113,PO02113,2022-04-03,937,9
GR02114,PO02114,2022-03-18,887,33
GR02115,PO02115,2022-06-01,573,3
GR02116,PO02116,2022-03-26,115,0
GR02117,PO02117,2024-10-15,776,12
GR02118,PO02118,2024-07-24,462,9
GR02119,PO02119,2023-03-17,845,12
GR02120,PO02120,2024-11-03,945,6
GR02121,PO02121,2022-12-02,227,0
GR02122,PO02122,2024-06-28,946,18
GR02123,PO02123,2023-10-31,904,8
GR02124,PO02124,2024-09-13,301,4
GR02125,PO02125,2024-10-20,516,16
GR02126,PO02126,2022-03-14,988,17
GR02127,PO02127,2024-03-15,770,35
GR02128,PO02128,2024-09-21,327,2
GR02129,PO02129,2024-05-27,891,29
GR02130,PO02130,2023-04-12,566,4
GR02131,PO02131,2024-10-22,700,8
GR02132,PO02132,2023-05-10,747,10
GR02133,PO02133,2024-01-29,297,1
GR02134,PO02134,2023-02-21,546,18
GR02135,PO02135,2024-12-06,230,2
GR02136,PO02136,2023-10-03,646,11
GR02137,PO02137,2023-05-14,402,19
GR02138,PO02138,2023-12-21,906,4
GR02139,PO02139,2022-05-24,811,14
GR02140,PO02140,2024-12-16,336,1
GR02141,PO02141,2022-04-11,445,0
GR02142,PO02142,2022-09-27,214,1
GR02143,PO02143,2023-12-11,923,17
GR02144,PO02144,2023-10-23,710,10
GR02145,PO02145,2024-02-04,741,13
GR02146,PO02146,2024-01-20,322,1
GR02147,PO02147,2022-12-07,573,8
GR02148,PO02148,2023-06-20,934,1
GR02149,PO02149,2024-08-21,535,4
GR02150,PO02150,2022-09-06,710,12
GR02151,PO02151,2023-05-17,665,7
GR02152,PO02152,2023-06-01,279,3
GR02153,PO02153,2023-07-21,672,11
GR02154,PO02154,2023-10-02,774,6
GR02155,PO02155,2022-08-18,482,5
GR02156,PO02156,2023-08-08,920,10
GR02157,PO02157,2024-04-06,517,18
GR02158,PO02158,2024-06-19,273,1
GR02159,PO02159,2022-07-01,354,2
GR02160,PO02160,2023-06-09,894,9
GR02161,PO02161,2023-02-05,643,9
GR02162,PO02162,2024-01-19,52,1
GR02163,PO02163,2022-08-09,727,24
GR02164,PO02164,2023-03-30,621,13
GR02165,PO02165,2023-12-13,352,3
GR02166,PO02166,2023-02-19,543,4
GR02167,PO02167,2022-08-27,392,6
GR02168,PO02168,2022-06-22,703,13
GR02169,PO02169,2022-04-05,929,8
GR02170,PO02170,2023-04-17,316,2
GR02171,PO02171,2023-09-09,239,1
GR02172,PO02172,2024-09-03,575,5
GR02173,PO02173,2023-10-22,966,2
GR02174,PO02174,2023-02-17,871,12
GR02175,PO02175,2022-09-30,722,5
GR02176,PO02176,2023-06-06,742,7
GR02177,PO02177,2024-07-16,787,14
GR02178,PO02178,2023-05-09,718,0
GR02179,PO02179,2022-11-06,349,6
GR02180,PO02180,2022-10-02,978,16
GR02181,PO02181,2024-03-07,460,6
GR02182,PO02182,2024-03-20,799,14
GR02183,PO02183,2024-01-29,647,13
GR02184,PO02184,2024-03-07,398,4
GR02185,PO02185,2023-05-04,750,7
GR02186,PO02186,2024-02-26,703,9
GR02187,PO02187,2022-02-21,975,6
GR02188,PO02188,2022-06-24,566,19
GR02189,PO02189,2023-09-23,915,17
GR02190,PO02190,2024-03-09,908,7
GR02191,PO02191,2023-12-29,346,2
GR02192,PO02192,2023-02-02,528,9
GR02193,PO02193,2022-12-31,803,12
GR02194,PO02194,2024-07-24,788,12
GR02195,PO02195,2023-07-16,741,7
GR02196,PO02196,2022-03-28,719,4
GR02197,PO02197,2022-03-26,273,2
GR02198,PO02198,2023-04-17,274,5
GR02199,PO02199,2024-03-01,476,7
GR02200,PO02200,2024-07-29,427,5
GR02201,PO02201,2024-11-12,646,9
GR02202,PO02202,2024-11-28,524,4
GR02203,PO02203,2024-01-27,528,6
GR02204,PO02204,2023-04-18,934,6
GR02205,PO02205,2024-05-06,528,7
GR02206,PO02206,2022-02-04,559,3
GR02207,PO02207,2022-07-10,935,6
GR02208,PO02208,2023-11-12,589,11
GR02209,PO02209,2022-08-20,472,6
GR02210,PO02210,2023-03-12,939,16
GR02211,PO02211,2023-08-15,185,1
GR02212,PO02212,2023-10-14,395,7
GR02213,PO02213,2023-08-16,629,8
GR02214,PO02214,2022-03-29,192,3
GR02215,PO02215,2023-10-01,933,15
GR02216,PO02216,2022-04-08,845,14
GR02217,PO02217,2024-06-11,544,10
GR02218,PO02218,2024-05-29,693,3
GR02219,PO02219,2022-11-12,366,4
GR02220,PO02220,2023-08-17,54,0
GR02221,PO02221,2024-05-18,329,1
GR02222,PO02222,2023-04-23,829,12
GR02223,PO02223,2022-05-10,636,1
GR02224,PO02224,2023-09-06,546,2
GR02225,PO02225,2024-03-05,178,2
GR02226,PO02226,2023-12-18,694,4
GR02227,PO02227,2024-05-20,463,4
GR02228,PO02228,2023-03-24,538,5
GR02229,PO02229,2024-09-09,50,0
GR02230,PO02230,2024-12-28,594,22
GR02231,PO02231,2024-09-01,798,10
GR02232,PO02232,2022-08-11,62,3
GR02233,PO02233,2022-08-03,824,10
GR02234,PO02234,2022-06-30,243,1
GR02235,PO02235,2023-09-10,739,2
GR02236,PO02236,2023-08-27,691,7
GR02237,PO02237,2023-06-20,281,0
GR02238,PO02238,2024-06-15,366,13
GR02239,PO02239,2023-08-18,150,1
GR02240,PO02240,2022-08-22,564,9
GR02241,PO02241,2022-12-02,217,1
GR02242,PO02242,2024-08-13,890,8
GR02243,PO02243,2024-03-28,350,15
GR02244,PO02244,2023-09-29,512,9
GR02245,PO02245,2024-03-14,656,9
GR02246,PO02246,2022-03-30,391,6
GR02247,PO02247,2022-03-28,955,6
GR02248,PO02248,2022-03-27,397,4
GR02249,PO02249,2022-08-18,412,7
GR02250,PO02250,2023-06-28,213,2
GR02251,PO02251,2024-01-30,65,0
GR02252,PO02252,2024-03-28,279,2
GR02253,PO02253,2024-01-06,266,4
GR02254,PO02254,2022-08-28,650,0
GR02255,PO02255,2024-08-29,219,7
GR02256,PO02256,2024-04-09,422,3
GR02257,PO02257,2022-09-05,429,17
GR02258,PO02258,2023-06-22,837,11
GR02259,PO02259,2024-08-24,688,7
GR02260,PO02260,2023-06-09,654,12
GR02261,PO02261,2022-10-10,722,13
GR02262,PO02262,2023-10-02,718,10
GR02263,PO02263,2024-08-22,95,0
GR02264,PO02264,2023-05-07,474,7
GR02265,PO02265,2024-07-23,436,6
GR02266,PO02266,2023-07-05,608,5
GR02267,PO02267,2024-03-27,533,6
GR02268,PO02268,2024-03-25,259,3
GR02269,PO02269,2024-04-26,357,4
GR02270,PO02270,2024-02-24,724,7
GR02271,PO02271,2024-06-18,726,5
GR02272,PO02272,2023-05-09,321,5
GR02273,PO02273,2024-02-04,474,4
GR02274,PO02274,2022-02-20,569,2
GR02275,PO02275,2023-08-26,337,5
GR02276,PO02276,2023-06-27,848,9
GR02277,PO02277,2024-12-10,559,4
GR02278,PO02278,2022-07-13,671,4
GR02279,PO02279,2023-11-02,842,10
GR02280,PO02280,2024-07-22,901,12
GR02281,PO02281,2023-05-20,256,1
GR02282,PO02282,2024-12-31,769,22
GR02283,PO02283,2024-09-30,347,2
GR02284,PO02284,2022-02-25,86,0
GR02285,PO02285,2024-08-03,981,16
GR02286,PO02286,2024-02-06,753,8
GR02287,PO02287,2023-02-27,385,4
GR02288,PO02288,2024-10-23,51,0
GR02289,PO02289,2024-07-07,735,13
GR02290,PO02290,2024-06-26,975,12
GR02291,PO02291,2023-01-15,900,15
GR02292,PO02292,2022-04-03,200,3
GR02293,PO02293,2024-07-03,845,13
GR02294,PO02294,2024-02-18,122,3
GR02295,PO02295,2022-10-16,971,11
GR02296,PO02296,2024-04-18,704,12
GR02297,PO02297,2024-09-15,513,4
GR02298,PO02298,2024-09-05,320,3
GR02299,PO02299,2023-08-30,98,1
GR02300,PO02300,2022-09-16,878,5
GR02301,PO02301,2024-12-07,941,14
GR02302,PO02302,2023-02-15,918,34
GR02303,PO02303,2022-03-09,414,2
GR02304,PO02304,2024-06-26,483,2
GR02305,PO02305,2025-01-20,146,2
GR02306,PO02306,2022-07-17,56,1
GR02307,PO02307,2022-11-19,729,8
GR02308,PO02308,2022-02-13,382,3
GR02309,PO02309,2023-12-15,960,45
GR02310,PO02310,2023-05-12,682,13
GR02311,PO02311,2023-11-05,945,13
GR02312,PO02312,2022-09-03,430,7
GR02313,PO02313,2023-10-15,234,4
GR02314,PO02314,2025-01-06,457,6
GR02315,PO02315,2022-12-09,514,9
GR02316,PO02316,2023-10-24,905,8
GR02317,PO02317,2024-03-01,754,7
GR02318,PO02318,2024-08-18,869,14
GR02319,PO02319,2024-01-23,713,4
GR02320,PO02320,2022-04-24,165,1
GR02321,PO02321,2022-09-02,759,11
GR02322,PO02322,2024-04-11,911,7
GR02323,PO02323,2022-12-02,156,0
GR02324,PO02324,2024-06-13,978,6
GR02325,PO02325,2023-06-03,867,5
GR02326,PO02326,2024-11-04,231,3
GR02327,PO02327,2024-01-29,844,9
GR02328,PO02328,2024-04-27,671,18
GR02329,PO02329,2023-08-15,929,0
GR02330,PO02330,2023-05-29,540,5
GR02331,PO02331,2022-10-10,165,1
GR02332,PO02332,2024-01-05,496,2
GR02333,PO02333,2024-05-14,113,4
GR02334,PO02334,2023-07-12,716,9
GR02335,PO02335,2024-05-13,60,0
GR02336,PO02336,2023-08-01,830,16
GR02337,PO02337,2024-11-30,730,6
GR02338,PO02338,2024-12-05,578,7
GR02339,PO02339,2024-10-23,754,9
GR02340,PO02340,2025-01-08,491,8
GR02341,PO02341,2023-02-24,541,0
GR02342,PO02342,2024-09-05,727,23
GR02343,PO02343,2024-02-04,200,3
GR02344,PO02344,2022-11-23,57,1
GR02345,PO02345,2023-02-03,565,4
GR02346,PO02346,2023-03-25,921,9
GR02347,PO02347,2024-05-30,936,15
GR02348,PO02348,2023-04-22,125,0
GR02349,PO02349,2023-01-04,376,6
GR02350,PO02350,2023-04-19,387,1
GR02351,PO02351,2023-04-20,98,1
GR02352,PO02352,2022-12-23,278,11
GR02353,PO02353,2024-12-17,460,5
GR02354,PO02354,2024-02-09,130,0
GR02355,PO02355,2023-05-21,499,7
GR02356,PO02356,2024-01-25,139,1
GR02357,PO02357,2023-07-09,505,3
GR02358,PO02358,2024-06-03,168,3
GR02359,PO02359,2023-03-17,810,15
GR02360,PO02360,2023-04-01,154,0
GR02361,PO02361,2022-08-08,472,4
GR02362,PO02362,2024-07-11,620,12
GR02363,PO02363,2024-12-08,895,8
GR02364,PO02364,2024-04-29,856,9
GR02365,PO02365,2023-09-08,957,18
GR02366,PO02366,2023-10-13,625,24
GR02367,PO02367,2023-07-15,716,11
GR02368,PO02368,2022-08-29,395,2
GR02369,PO02369,2023-05-05,892,44
GR02370,PO02370,2022-04-05,882,11
GR02371,PO02371,2023-04-02,914,7
GR02372,PO02372,2022-05-17,387,5
GR02373,PO02373,2023-07-05,783,14
GR02374,PO02374,2023-12-23,778,26
GR02375,PO02375,2024-10-25,165,2
GR02376,PO02376,2023-03-04,827,14
GR02377,PO02377,2024-01-25,51,0
GR02378,PO02378,2022-12-05,411,3
GR02379,PO02379,2022-11-24,607,9
GR02380,PO02380,2024-05-12,430,3
GR02381,PO02381,2023-03-27,93,1
GR02382,PO02382,2024-06-09,550,1
GR02383,PO02383,2025-01-12,886,17
GR02384,PO02384,2023-03-19,157,1
GR02385,PO02385,2022-08-30,674,5
GR02386,PO02386,2022-07-09,237,3
GR02387,PO02387,2024-09-13,920,7
GR02388,PO02388,2024-07-26,268,2
GR02389,PO02389,2023-01-20,891,4
GR02390,PO02390,2023-02-03,781,7
GR02391,PO02391,2022-03-28,158,2
GR02392,PO02392,2024-12-01,96,0
GR02393,PO02393,2024-05-04,840,15
GR02394,PO02394,2022-12-24,517,9
GR02395,PO02395,2024-10-25,183,5
GR02396,PO02396,2023-01-14,49,0
GR02397,PO02397,2022-04-19,799,12
GR02398,PO02398,2022-07-04,616,10
GR02399,PO02399,2023-10-21,905,5
GR02400,PO02400,2023-06-13,991,8
GR02401,PO02401,2024-02-07,844,33
GR02402,PO02402,2022-06-24,757,5
GR02403,PO02403,2024-12-07,794,6
GR02404,PO02404,2022-08-30,155,1
GR02405,PO02405,2022-01-24,720,4
GR02406,PO02406,2024-05-19,561,8
GR02407,PO02407,2022-09-16,478,2
GR02408,PO02408,2023-10-06,330,1
GR02409,PO02409,2024-11-06,396,3
GR02410,PO02410,2024-01-23,509,2
GR02411,PO02411,2024-02-11,189,3
GR02412,PO02412,2024-11-01,665,8
GR02413,PO02413,2022-12-10,355,13
GR02414,PO02414,2023-04-07,776,13
GR02415,PO02415,2023-06-07,250,1
GR02416,PO02416,2023-04-19,689,10
GR02417,PO02417,2024-10-17,750,4
GR02418,PO02418,2022-05-05,991,33
GR02419,PO02419,2022-06-16,774,14
GR02420,PO02420,2024-10-25,563,11
GR02421,PO02421,2024-06-21,755,6
GR02422,PO02422,2023-01-11,774,6
GR02423,PO02423,2024-05-05,828,14
GR02424,PO02424,2022-04-02,620,28
GR02425,PO02425,2022-10-08,642,7
GR02426,PO02426,2023-11-02,736,8
GR02427,PO02427,2022-10-10,337,1
GR02428,PO02428,2022-03-13,873,3
GR02429,PO02429,2023-09-29,582,4
GR02430,PO02430,2024-03-08,73,0
GR02431,PO02431,2022-11-01,195,2
GR02432,PO02432,2023-04-25,732,10
GR02433,PO02433,2022-03-27,250,5
GR02434,PO02434,2022-02-08,813,13
GR02435,PO02435,2023-04-26,341,0
GR02436,PO02436,2024-06-28,198,2
GR02437,PO02437,2024-08-24,755,9
GR02438,PO02438,2022-07-05,257,3
GR02439,PO02439,2023-06-16,83,0
GR02440,PO02440,2023-04-15,879,40
GR02441,PO02441,2023-12-17,151,2
GR02442,PO02442,2024-10-07,808,7
GR02443,PO02443,2024-05-03,289,5
GR02444,PO02444,2024-05-04,850,22
GR02445,PO02445,2024-02-21,758,9
GR02446,PO02446,2022-08-25,997,16
GR02447,PO02447,2024-03-03,441,8
GR02448,PO02448,2024-01-22,854,10
GR02449,PO02449,2023-03-19,611,4
GR02450,PO02450,2022-11-21,59,1
GR02451,PO02451,2022-07-24,257,3
GR02452,PO02452,2023-06-09,898,12
GR02453,PO02453,2022-09-20,983,7
GR02454,PO02454,2024-01-14,822,16
GR02455,PO02455,2024-10-14,806,14
GR02456,PO02456,2023-02-24,841,12
GR02457,PO02457,2022-11-09,351,4
GR02458,PO02458,2022-01-28,227,4
GR02459,PO02459,2023-07-04,236,3
GR02460,PO02460,2023-04-23,797,10
GR02461,PO02461,2024-07-08,172,7
GR02462,PO02462,2024-11-22,89,1
GR02463,PO02463,2022-11-11,335,1
GR02464,PO02464,2022-10-26,178,1
GR02465,PO02465,2024-08-21,646,5
GR02466,PO02466,2024-10-15,50,0
GR02467,PO02467,2023-09-28,527,7
GR02468,PO02468,2023-11-22,87,1
GR02469,PO02469,2024-04-06,996,16
GR02470,PO02470,2023-06-12,659,4
GR02471,PO02471,2022-06-10,838,9
GR02472,PO02472,2023-10-07,552,9
GR02473,PO02473,2024-12-01,119,2
GR02474,PO02474,2022-06-17,585,11
GR02475,PO02475,2022-10-30,237,3
GR02476,PO02476,2022-08-31,117,1
GR02477,PO02477,2024-02-16,209,10
GR02478,PO02478,2023-06-10,606,7
GR02479,PO02479,2023-02-01,458,2
GR02480,PO02480,2022-01-17,402,4
GR02481,PO02481,2023-02-22,954,10
GR02482,PO02482,2023-09-12,724,3
GR02483,PO02483,2023-01-10,387,7
GR02484,PO02484,2023-12-26,345,14
GR02485,PO02485,2023-03-21,819,15
GR02486,PO02486,2023-06-23,533,2
GR02487,PO02487,2023-05-09,164,1
GR02488,PO02488,2024-07-28,502,22
GR02489,PO02489,2024-06-18,973,3
GR02490,PO02490,2022-01-26,90,0
GR02491,PO02491,2023-02-26,439,7
GR02492,PO02492,2024-11-08,444,5
GR02493,PO02493,2023-08-08,600,8
GR02494,PO02494,2024-12-29,71,1
GR02495,PO02495,2023-01-31,888,9
GR02496,PO02496,2022-05-16,576,19
GR02497,PO02497,2024-12-11,503,13
GR02498,PO02498,2022-07-20,89,1
GR02499,PO02499,2024-01-10,965,6
GR02500,PO02500,2023-05-17,375,5
GR02501,PO02501,2022-10-15,134,2
GR02502,PO02502,2023-10-18,218,3
GR02503,PO02503,2024-12-11,596,6
GR02504,PO02504,2024-03-15,688,8
GR02505,PO02505,2025-01-17,264,4
GR02506,PO02506,2023-05-24,935,4
GR02507,PO02507,2024-12-22,900,4
GR02508,PO02508,2022-08-01,257,5
GR02509,PO02509,2024-10-04,894,17
GR02510,PO02510,2023-04-21,711,4
GR02511,PO02511,2023-08-17,814,4
GR02512,PO02512,2024-09-05,70,1
GR02513,PO02513,2022-12-25,784,14
GR02514,PO02514,2022-12-19,86,1
GR02515,PO02515,2022-08-06,125,1
GR02516,PO02516,2024-02-09,230,2
GR02517,PO02517,2022-09-24,616,3
GR02518,PO02518,2023-12-29,635,7
GR02519,PO02519,2024-08-11,982,7
GR02520,PO02520,2023-08-28,462,6
GR02521,PO02521,2023-10-21,511,3
GR02522,PO02522,2025-01-23,490,7
GR02523,PO02523,2024-05-17,66,0
GR02524,PO02524,2024-01-12,736,5
GR02525,PO02525,2024-05-11,597,7
GR02526,PO02526,2024-11-20,701,4
GR02527,PO02527,2022-12-28,822,13
GR02528,PO02528,2023-02-19,767,36
GR02529,PO02529,2024-12-18,411,5
GR02530,PO02530,2024-08-17,158,4
GR02531,PO02531,2022-05-23,851,9
GR02532,PO02532,2024-04-17,667,3
GR02533,PO02533,2023-12-02,336,2
GR02534,PO02534,2024-04-09,435,7
GR02535,PO02535,2025-01-26,886,4
GR02536,PO02536,2023-07-22,532,0
GR02537,PO02537,2022-05-16,594,5
GR02538,PO02538,2024-06-07,189,1
GR02539,PO02539,2022-07-21,864,6
GR02540,PO02540,2022-04-17,349,6
GR02541,PO02541,2024-05-21,351,4
GR02542,PO02542,2024-04-04,56,1
GR02543,PO02543,2022-12-07,176,1
GR02544,PO02544,2024-07-05,50,1
GR02545,PO02545,2024-05-13,599,7
GR02546,PO02546,2022-09-01,359,3
GR02547,PO02547,2022-10-08,813,5
GR02548,PO02548,2023-06-21,262,8
GR02549,PO02549,2024-04-14,977,16
GR02550,PO02550,2023-12-25,193,4
GR02551,PO02551,2022-07-17,238,1
GR02552,PO02552,2024-12-01,679,4
GR02553,PO02553,2022-12-10,245,3
GR02554,PO02554,2024-07-24,230,1
GR02555,PO02555,2024-02-23,918,8
GR02556,PO02556,2022-06-04,710,11
GR02557,PO02557,2024-03-28,344,3
GR02558,PO02558,2023-12-14,305,5
GR02559,PO02559,2022-04-22,249,1
GR02560,PO02560,2023-12-19,384,6
GR02561,PO02561,2022-08-24,181,7
GR02562,PO02562,2024-03-19,147,0
GR02563,PO02563,2023-10-27,684,13
GR02564,PO02564,2024-01-04,969,13
GR02565,PO02565,2024-06-19,370,5
GR02566,PO02566,2022-04-15,506,4
GR02567,PO02567,2024-05-25,677,11
GR02568,PO02568,2024-01-12,756,8
GR02569,PO02569,2024-12-05,626,5
GR02570,PO02570,2023-05-29,875,20
GR02571,PO02571,2022-02-18,488,9
GR02572,PO02572,2023-09-24,54,0
GR02573,PO02573,2023-02-17,298,5
GR02574,PO02574,2022-01-15,778,15
GR02575,PO02575,2022-12-20,333,2
GR02576,PO02576,2024-07-20,182,8
GR02577,PO02577,2022-05-06,946,5
GR02578,PO02578,2022-03-23,521,2
GR02579,PO02579,2023-11-02,413,5
GR02580,PO02580,2023-07-13,547,4
GR02581,PO02581,2025-01-17,227,2
GR02582,PO02582,2022-04-17,906,17
GR02583,PO02583,2024-05-12,925,10
GR02584,PO02584,2022-05-04,961,17
GR02585,PO02585,2022-04-29,250,4
GR02586,PO02586,2024-01-31,798,10
GR02587,PO02587,2022-03-17,790,7
GR02588,PO02588,2023-04-14,960,5
GR02589,PO02589,2023-10-06,915,0
GR02590,PO02590,2022-11-09,694,34
GR02591,PO02591,2022-08-06,878,4
GR02592,PO02592,2024-10-18,836,11
GR02593,PO02593,2024-10-26,975,16
GR02594,PO02594,2023-11-21,612,30
GR02595,PO02595,2023-09-01,602,11
GR02596,PO02596,2023-08-27,533,5
GR02597,PO02597,2023-12-21,422,7
GR02598,PO02598,2023-09-08,276,1
GR02599,PO02599,2023-08-23,185,2
GR02600,PO02600,2022-05-18,560,5
GR02601,PO02601,2024-12-28,141,3
GR02602,PO02602,2024-11-23,418,7
GR02603,PO02603,2024-05-17,58,2
GR02604,PO02604,2022-08-05,915,0
GR02605,PO02605,2024-10-27,820,6
GR02606,PO02606,2023-08-03,192,4
GR02607,PO02607,2022-07-10,213,4
GR02608,PO02608,2022-10-21,626,10
GR02609,PO02609,2024-05-04,798,11
GR02610,PO02610,2023-09-12,415,2
GR02611,PO02611,2024-05-04,274,11
GR02612,PO02612,2022-08-04,286,4
GR02613,PO02613,2023-01-06,315,1
GR02614,PO02614,2022-02-14,288,8
GR02615,PO02615,2022-03-08,732,32
GR02616,PO02616,2023-05-08,575,11
GR02617,PO02617,2024-01-22,447,22
GR02618,PO02618,2024-11-26,986,6
GR02619,PO02619,2024-05-10,948,15
GR02620,PO02620,2023-11-21,90,4
GR02621,PO02621,2024-04-19,152,1
GR02622,PO02622,2023-09-12,698,11
GR02623,PO02623,2023-01-12,902,8
GR02624,PO02624,2023-02-14,641,11
GR02625,PO02625,2023-12-28,628,12
GR02626,PO02626,2023-07-10,433,6
GR02627,PO02627,2022-09-10,420,6
GR02628,PO02628,2023-03-27,577,3
GR02629,PO02629,2022-11-13,432,8
GR02630,PO02630,2022-07-04,573,9
GR02631,PO02631,2022-03-17,408,7
GR02632,PO02632,2024-11-26,546,20
GR02633,PO02633,2023-10-28,953,15
GR02634,PO02634,2024-09-04,562,8
GR02635,PO02635,2022-02-23,500,8
GR02636,PO02636,2023-01-22,282,0
GR02637,PO02637,2022-12-09,572,11
GR02638,PO02638,2022-05-06,261,5
GR02639,PO02639,2022-06-26,237,1
GR02640,PO02640,2024-07-24,418,0
GR02641,PO02641,2022-03-19,725,13
GR02642,PO02642,2023-12-07,470,2
