PO_ID,Supplier_ID,Order_Date,Expected_Delivery_Date,Quantity_Ordered,GR_ID,Actual_Delivery_Date,Quantity_Received,Defect_Qty,Supplier_Name,Base_Price,Category,Region,Delay_Days,Lead_Time_Days,Fill_Rate,Defect_Rate,Is_Late,Order_Year,Order_Month,Order_Quarter,Supplier_Avg_LT,Supplier_Late_Rate,Supplier_Late_Severity,Supplier_Defect_Rate,Supplier_Reliability,Expected_Lead_Time
PO03829,SUP035,2022-03-18,2022-03-28,230,GR03829,2022-03-28,227,3,Perum Kurniawan Utami,117.47,Services,Asia,0,10,0.9869565217391304,0.013215859030837,0,2022,3,1,12.454545454545455,0.45454545454545453,2.4545454545454546,0.01329335407994961,0.5454545454545454,10
PO06883,SUP030,2022-03-18,2022-04-01,166,GR06883,2022-04-01,163,1,PD Riyanti Haryanto,331.16,Packaging,Domestic,0,14,0.9819277108433736,0.0061349693251533,0,2022,3,1,15.75,0.375,1.75,0.009179276802583826,0.625,14
PO06277,SUP024,2022-03-18,2022-04-12,850,GR06277,2022-04-19,848,39,Perum Sihotang Prabowo,129.96,Chemical,Europe,7,32,0.9976470588235294,0.0459905660377358,1,2022,3,1,27.714285714285715,0.9285714285714286,2.7142857142857144,0.03349530170593347,0.0714285714285714,25
PO06760,SUP029,2022-03-18,2022-03-25,436,GR06760,2022-03-25,436,8,PT Mangunsong,439.42,Food,Europe,0,7,1.0,0.018348623853211,0,2022,3,1,7.777777777777778,0.3333333333333333,0.7777777777777778,0.010367052500169305,0.6666666666666667,7
PO06462,SUP031,2022-03-18,2022-03-28,727,GR06462,2022-03-28,724,11,PD Riyanti Hastuti Tbk,234.84,Services,Europe,0,10,0.9958734525447044,0.0151933701657458,0,2022,3,1,10.76923076923077,0.5384615384615384,0.7692307692307693,0.010463250377179215,0.46153846153846156,10
PO01119,SUP021,2022-03-18,2022-04-01,216,GR01119,2022-04-01,215,1,PD Saputra Uyainah (Persero) Tbk,191.39,Packaging,Domestic,0,14,0.9953703703703703,0.0046511627906976,0,2022,3,1,14.142857142857142,0.14285714285714285,0.14285714285714285,0.012032387300563385,0.8571428571428572,14
PO06074,SUP028,2022-03-19,2022-04-02,746,GR06074,2022-04-02,741,4,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,0,14,0.9932975871313672,0.0053981106612685,0,2022,3,1,15.7,0.45,1.7,0.00467056210720918,0.55,14
PO04684,SUP001,2022-03-19,2022-04-09,301,GR04684,2022-04-12,301,2,PT Saefullah,373.36,Electronic,Domestic,3,24,1.0,0.0066445182724252,1,2022,3,1,21.4,0.3,0.4,0.01042542903655037,0.7,21
PO01459,SUP025,2022-03-19,2022-03-29,137,GR01459,2022-03-29,132,2,PD Yuniar Haryanti (Persero) Tbk,142.27,Services,Asia,0,10,0.9635036496350364,0.0151515151515151,0,2022,3,1,11.0,0.2727272727272727,1.0,0.008804530254547737,0.7272727272727273,10
PO04128,SUP023,2022-03-19,2022-04-09,79,GR04128,2022-04-09,78,3,PD Santoso (Persero) Tbk,321.14,Electronic,Europe,0,21,0.9873417721518988,0.0384615384615384,0,2022,3,1,22.285714285714285,0.5714285714285714,1.2857142857142858,0.033872792123465126,0.4285714285714286,21
PO04362,SUP016,2022-03-19,2022-03-29,928,GR04362,2022-03-29,923,1,PD Setiawan,280.5,Services,Domestic,0,10,0.9946120689655172,0.0010834236186348,0,2022,3,1,10.5,0.14285714285714285,0.5,0.001088048337385743,0.8571428571428572,10
PO00152,SUP024,2022-03-19,2022-04-13,646,GR00152,2022-04-15,642,23,Perum Sihotang Prabowo,129.96,Chemical,Europe,2,27,0.9938080495356038,0.0358255451713395,1,2022,3,1,28.0,0.9333333333333333,3.0,0.03432831932805362,0.06666666666666665,25
PO07139,SUP023,2022-03-20,2022-04-10,606,GR07139,2022-04-17,606,23,PD Santoso (Persero) Tbk,321.14,Electronic,Europe,7,28,1.0,0.0379537953795379,1,2022,3,1,22.125,0.5,1.125,0.034446385415724284,0.5,21
PO07144,SUP029,2022-03-20,2022-03-27,383,GR07144,2022-04-02,379,7,PT Mangunsong,439.42,Food,Europe,6,13,0.9895561357702348,0.0184696569920844,1,2022,3,1,7.7368421052631575,0.3157894736842105,0.7368421052631579,0.010787135202960972,0.6842105263157895,7
PO04331,SUP008,2022-03-20,2022-04-14,634,GR04331,2022-04-15,630,12,CV Anggraini,118.02,Chemical,Asia,1,26,0.9936908517350158,0.019047619047619,1,2022,3,1,25.666666666666668,0.3333333333333333,0.6666666666666666,0.012130568804563958,0.6666666666666667,25
PO06444,SUP013,2022-03-20,2022-04-10,791,GR06444,2022-04-13,786,10,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,3,24,0.9936788874841972,0.0127226463104325,1,2022,3,1,22.833333333333332,0.5833333333333334,1.8333333333333333,0.011919012599970358,0.41666666666666663,21
PO00244,SUP030,2022-03-20,2022-04-03,733,GR00244,2022-04-03,728,11,PD Riyanti Haryanto,331.16,Packaging,Domestic,0,14,0.9931787175989086,0.0151098901098901,0,2022,3,1,15.647058823529411,0.35294117647058826,1.6470588235294117,0.009000199892146735,0.6470588235294117,14
PO03871,SUP028,2022-03-20,2022-04-03,803,GR03871,2022-04-03,803,3,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,0,14,1.0,0.0037359900373599,0,2022,3,1,15.619047619047619,0.42857142857142855,1.619047619047619,0.0047052072764501,0.5714285714285714,14
PO00545,SUP012,2022-03-20,2022-04-03,130,GR00545,2022-04-07,129,1,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,4,18,0.9923076923076924,0.0077519379844961,1,2022,3,1,14.5,0.1,0.5,0.01311595587143577,0.9,14
PO00117,SUP030,2022-03-20,2022-04-03,686,GR00117,2022-04-03,684,4,PD Riyanti Haryanto,331.16,Packaging,Domestic,0,14,0.9970845481049564,0.0058479532163742,0,2022,3,1,15.555555555555555,0.3333333333333333,1.5555555555555556,0.009339627126465811,0.6666666666666667,14
PO04792,SUP027,2022-03-20,2022-04-10,99,GR04792,2022-04-14,99,0,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,4,25,1.0,0.0,1,2022,3,1,23.05263157894737,0.47368421052631576,2.0526315789473686,0.011010335295459805,0.5263157894736843,21
PO02197,SUP006,2022-03-20,2022-03-27,277,GR02197,2022-03-31,273,2,Perum Napitupulu,304.99,Food,Europe,4,11,0.9855595667870036,0.0073260073260073,1,2022,3,1,7.916666666666667,0.25,0.9166666666666666,0.012907884491714457,0.75,7
PO02169,SUP021,2022-03-20,2022-04-03,932,GR02169,2022-04-03,929,8,PD Saputra Uyainah (Persero) Tbk,191.39,Packaging,Domestic,0,14,0.9967811158798284,0.0086114101184068,0,2022,3,1,14.133333333333333,0.13333333333333333,0.13333333333333333,0.011540305666572333,0.8666666666666667,14
PO00445,SUP034,2022-03-20,2022-04-14,717,GR00445,2022-04-14,712,12,CV Hasanah Adriansyah Tbk,449.93,Chemical,Asia,0,25,0.99302649930265,0.0168539325842696,0,2022,3,1,26.782608695652176,0.5217391304347826,1.7826086956521738,0.011330543510497584,0.4782608695652174,25
PO02391,SUP022,2022-03-20,2022-03-27,160,GR02391,2022-03-27,158,2,PT Pradana (Persero) Tbk,140.82,Food,Europe,0,7,0.9875,0.0126582278481012,0,2022,3,1,8.933333333333334,0.6666666666666666,1.9333333333333333,0.010695075472375654,0.33333333333333337,7
PO01260,SUP033,2022-03-20,2022-04-14,506,GR01260,2022-04-16,504,22,UD Kusumo Tbk,138.74,Chemical,Europe,2,27,0.9960474308300395,0.0436507936507936,1,2022,3,1,26.375,0.6875,1.375,0.03265423503834368,0.3125,25
PO01391,SUP009,2022-03-21,2022-04-15,912,GR01391,2022-04-16,908,6,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,1,26,0.9956140350877192,0.0066079295154185,1,2022,3,1,25.785714285714285,0.35714285714285715,0.7857142857142857,0.012925335179237085,0.6428571428571428,25
PO06827,SUP031,2022-03-21,2022-03-31,360,GR06827,2022-03-31,355,2,PD Riyanti Hastuti Tbk,234.84,Services,Europe,0,10,0.9861111111111112,0.0056338028169014,0,2022,3,1,10.714285714285714,0.5,0.7142857142857143,0.010801116076362543,0.5,10
PO02292,SUP032,2022-03-21,2022-04-04,202,GR02292,2022-04-04,200,3,PT Zulaika,130.85,Packaging,Domestic,0,14,0.99009900990099,0.015,0,2022,3,1,16.0625,0.4375,2.0625,0.010136728502121875,0.5625,14
PO00751,SUP035,2022-03-21,2022-03-31,770,GR00751,2022-03-31,765,6,Perum Kurniawan Utami,117.47,Services,Asia,0,10,0.9935064935064936,0.0078431372549019,0,2022,3,1,12.25,0.4166666666666667,2.25,0.013286896159190225,0.5833333333333333,10
PO02216,SUP012,2022-03-21,2022-04-04,847,GR02216,2022-04-04,845,14,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,0,14,0.9976387249114522,0.0165680473372781,0,2022,3,1,14.818181818181818,0.18181818181818182,0.8181818181818182,0.012628317881713981,0.8181818181818181,14
PO05046,SUP015,2022-03-21,2022-03-31,759,GR05046,2022-03-31,754,5,UD Hutapea Pradipta,71.16,Services,Europe,0,10,0.9934123847167324,0.006631299734748,0,2022,3,1,10.636363636363637,0.36363636363636365,0.6363636363636364,0.010353023672766954,0.6363636363636364,10
PO05597,SUP028,2022-03-22,2022-04-05,202,GR05597,2022-04-08,198,1,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,3,17,0.9801980198019802,0.005050505050505,1,2022,3,1,15.545454545454545,0.4090909090909091,1.5454545454545454,0.004661151947400546,0.5909090909090908,14
PO02723,SUP008,2022-03-22,2022-04-16,815,GR02723,2022-04-19,810,5,CV Anggraini,118.02,Chemical,Asia,3,28,0.9938650306748468,0.0061728395061728,1,2022,3,1,25.692307692307693,0.38461538461538464,0.6923076923076923,0.01266264959249127,0.6153846153846154,25
PO00561,SUP020,2022-03-22,2022-04-12,253,GR00561,2022-04-12,249,3,Perum Prasasta Marpaung,146.21,Electronic,Asia,0,21,0.984189723320158,0.0120481927710843,0,2022,3,1,22.285714285714285,0.5714285714285714,1.2857142857142858,0.012010905622484186,0.4285714285714286,21
PO06141,SUP020,2022-03-22,2022-04-12,610,GR06141,2022-04-12,610,3,Perum Prasasta Marpaung,146.21,Electronic,Asia,0,21,1.0,0.0049180327868852,0,2022,3,1,22.125,0.5,1.125,0.0120155665160592,0.5,21
PO07439,SUP014,2022-03-22,2022-04-16,528,GR07439,2022-04-20,524,3,PT Gunawan Wijayanti,405.49,Chemical,Asia,4,29,0.9924242424242424,0.0057251908396946,1,2022,3,1,26.666666666666668,0.5555555555555556,1.6666666666666667,0.009704855356645573,0.4444444444444444,25
PO03463,SUP019,2022-03-22,2022-04-05,333,GR03463,2022-04-08,328,5,Perum Usada,429.11,Packaging,Domestic,3,17,0.984984984984985,0.0152439024390243,1,2022,3,1,14.5,0.3,0.5,0.01070725770481447,0.7,14
PO00917,SUP033,2022-03-22,2022-04-16,855,GR00917,2022-04-18,855,41,UD Kusumo Tbk,138.74,Chemical,Europe,2,27,1.0,0.047953216374269,1,2022,3,1,26.41176470588235,0.7058823529411765,1.411764705882353,0.03330109142731132,0.2941176470588235,25
PO07494,SUP014,2022-03-23,2022-04-17,984,GR07494,2022-04-17,981,14,PT Gunawan Wijayanti,405.49,Chemical,Asia,0,25,0.9969512195121952,0.0142711518858307,0,2022,3,1,26.789473684210527,0.5789473684210527,1.7894736842105263,0.009495399329437626,0.42105263157894735,25
PO01757,SUP012,2022-03-23,2022-04-06,831,GR01757,2022-04-06,831,11,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,0,14,1.0,0.01323706377858,0,2022,3,1,14.75,0.16666666666666666,0.75,0.012956628669677658,0.8333333333333334,14
PO03706,SUP028,2022-03-23,2022-04-06,273,GR03706,2022-04-06,272,1,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,0,14,0.9963369963369964,0.0036764705882352,0,2022,3,1,15.608695652173912,0.43478260869565216,1.608695652173913,0.0046780803431876955,0.5652173913043479,14
PO07412,SUP016,2022-03-23,2022-04-02,365,GR07412,2022-04-02,364,1,PD Setiawan,280.5,Services,Domestic,0,10,0.9972602739726028,0.0027472527472527,0,2022,3,1,10.466666666666667,0.13333333333333333,0.4666666666666667,0.0010877400228023468,0.8666666666666667,10
PO01294,SUP015,2022-03-23,2022-04-02,303,GR01294,2022-04-05,299,3,UD Hutapea Pradipta,71.16,Services,Europe,3,13,0.9867986798679867,0.0100334448160535,1,2022,3,1,10.583333333333334,0.3333333333333333,0.5833333333333334,0.010042880011265375,0.6666666666666667,10
PO02397,SUP034,2022-03-23,2022-04-17,803,GR02397,2022-04-18,799,12,CV Hasanah Adriansyah Tbk,449.93,Chemical,Asia,1,26,0.9950186799501868,0.0150187734668335,1,2022,3,1,26.708333333333332,0.5,1.7083333333333333,0.011560684721904751,0.5,25
PO01651,SUP004,2022-03-23,2022-04-17,633,GR01651,2022-04-17,630,9,PT Iswahyudi,299.34,Chemical,Domestic,0,25,0.995260663507109,0.0142857142857142,0,2022,3,1,28.333333333333332,0.5555555555555556,3.3333333333333335,0.011747760238520855,0.4444444444444444,25
PO01455,SUP029,2022-03-23,2022-03-30,552,GR01455,2022-03-31,548,8,PT Mangunsong,439.42,Food,Europe,1,8,0.9927536231884058,0.0145985401459854,1,2022,3,1,8.0,0.35,1.0,0.011171261292417144,0.65,7
PO06563,SUP023,2022-03-24,2022-04-14,608,GR06563,2022-04-19,605,24,PD Santoso (Persero) Tbk,321.14,Electronic,Europe,5,26,0.9950657894736842,0.0396694214876033,1,2022,3,1,22.77777777777778,0.5555555555555556,1.7777777777777777,0.0348360976339258,0.4444444444444444,21
PO01779,SUP016,2022-03-24,2022-04-03,138,GR01779,2022-04-05,133,0,PD Setiawan,280.5,Services,Domestic,2,12,0.9637681159420288,0.0,1,2022,3,1,10.4375,0.125,0.4375,0.0011914595680804939,0.875,10
PO04964,SUP029,2022-03-24,2022-03-31,373,GR04964,2022-04-02,373,2,PT Mangunsong,439.42,Food,Europe,2,9,1.0,0.0053619302949061,1,2022,3,1,8.0,0.38095238095238093,1.0,0.011334465047348967,0.6190476190476191,7
PO07305,SUP035,2022-03-24,2022-04-03,706,GR07305,2022-04-03,704,4,Perum Kurniawan Utami,117.47,Services,Asia,0,10,0.9971671388101984,0.0056818181818181,0,2022,3,1,12.076923076923077,0.38461538461538464,2.076923076923077,0.01286814547424497,0.6153846153846154,10
PO00762,SUP008,2022-03-25,2022-04-19,464,GR00762,2022-04-20,460,3,CV Anggraini,118.02,Chemical,Asia,1,26,0.9913793103448276,0.0065217391304347,1,2022,3,1,25.857142857142858,0.42857142857142855,0.8571428571428571,0.012199091729182807,0.5714285714285714,25
PO04113,SUP002,2022-03-25,2022-04-01,843,GR04113,2022-04-03,842,1,CV Mandala Jailani,78.37,Food,Domestic,2,9,0.9988137603795968,0.001187648456057,1,2022,3,1,8.0,0.21428571428571427,1.0,0.0015550697094130642,0.7857142857142857,7
PO05948,SUP020,2022-03-25,2022-04-15,216,GR05948,2022-04-16,211,2,Perum Prasasta Marpaung,146.21,Electronic,Asia,1,22,0.976851851851852,0.0094786729857819,1,2022,3,1,22.0,0.4444444444444444,1.0,0.01122695165726209,0.5555555555555556,21
PO02936,SUP024,2022-03-25,2022-04-19,243,GR02936,2022-04-22,238,10,Perum Sihotang Prabowo,129.96,Chemical,Europe,3,28,0.9794238683127572,0.042016806722689,1,2022,3,1,27.9375,0.9375,2.9375,0.03442189594325899,0.0625,25
PO04503,SUP019,2022-03-25,2022-04-08,747,GR04503,2022-04-14,747,9,Perum Usada,429.11,Packaging,Domestic,6,20,1.0,0.0120481927710843,1,2022,3,1,14.727272727272727,0.36363636363636365,0.7272727272727273,0.011119679953379001,0.6363636363636364,14
PO04488,SUP032,2022-03-25,2022-04-08,165,GR04488,2022-04-08,161,1,PT Zulaika,130.85,Packaging,Domestic,0,14,0.9757575757575756,0.0062111801242236,0,2022,3,1,15.941176470588236,0.4117647058823529,1.9411764705882353,0.010422803296114707,0.5882352941176471,14
PO05003,SUP025,2022-03-25,2022-04-04,525,GR05003,2022-04-04,525,7,PD Yuniar Haryanti (Persero) Tbk,142.27,Services,Asia,0,10,1.0,0.0133333333333333,0,2022,3,1,10.916666666666666,0.25,0.9166666666666666,0.009333445662628349,0.75,10
PO07147,SUP012,2022-03-25,2022-04-08,525,GR07147,2022-04-08,524,4,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,0,14,0.998095238095238,0.0076335877862595,0,2022,3,1,14.692307692307692,0.15384615384615385,0.6923076923076923,0.012978200601131685,0.8461538461538461,14
PO03288,SUP016,2022-03-25,2022-04-04,581,GR03288,2022-04-04,578,0,PD Setiawan,280.5,Services,Domestic,0,10,0.9948364888123924,0.0,0,2022,3,1,10.529411764705882,0.17647058823529413,0.5294117647058824,0.0011213737111345824,0.8235294117647058,10
PO04833,SUP021,2022-03-26,2022-04-09,461,GR04833,2022-04-09,456,9,PD Saputra Uyainah (Persero) Tbk,191.39,Packaging,Domestic,0,14,0.9891540130151844,0.0197368421052631,0,2022,3,1,14.125,0.125,0.125,0.011357249694811987,0.875,14
PO04134,SUP016,2022-03-26,2022-04-05,567,GR04134,2022-04-08,566,1,PD Setiawan,280.5,Services,Domestic,3,13,0.9982363315696648,0.0017667844522968,1,2022,3,1,10.5,0.16666666666666666,0.5,0.0010590751716271056,0.8333333333333334,10
PO07490,SUP031,2022-03-26,2022-04-05,213,GR07490,2022-04-05,212,2,PD Riyanti Hastuti Tbk,234.84,Services,Europe,0,10,0.9953051643192488,0.0094339622641509,0,2022,3,1,10.666666666666666,0.4666666666666667,0.6666666666666666,0.0104566285257318,0.5333333333333333,10
PO05777,SUP008,2022-03-26,2022-04-20,985,GR05777,2022-04-21,983,16,CV Anggraini,118.02,Chemical,Asia,1,26,0.997969543147208,0.0162767039674465,1,2022,3,1,25.866666666666667,0.4666666666666667,0.8666666666666667,0.011820601555932933,0.5333333333333333,25
PO00735,SUP018,2022-03-26,2022-04-16,270,GR00735,2022-04-16,269,4,UD Zulaika Yuliarti,334.02,Electronic,Domestic,0,21,0.9962962962962963,0.0148698884758364,0,2022,3,1,22.818181818181817,0.36363636363636365,1.8181818181818181,0.0124493321152897,0.6363636363636364,21
PO06772,SUP003,2022-03-26,2022-04-16,879,GR06772,2022-04-17,874,22,Perum Anggraini,372.93,Electronic,Europe,1,22,0.994311717861206,0.0251716247139588,1,2022,3,1,24.642857142857142,0.8571428571428571,3.642857142857143,0.033877858802883375,0.1428571428571429,21
PO00093,SUP013,2022-03-26,2022-04-16,353,GR00093,2022-04-19,352,4,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,3,24,0.9971671388101984,0.0113636363636363,1,2022,3,1,22.923076923076923,0.6153846153846154,1.9230769230769231,0.011980830577698217,0.3846153846153846,21
PO06431,SUP006,2022-03-26,2022-04-02,619,GR06431,2022-04-02,617,11,Perum Napitupulu,304.99,Food,Europe,0,7,0.9967689822294022,0.0178282009724473,0,2022,3,1,8.153846153846153,0.3076923076923077,1.1538461538461537,0.012478509325121599,0.6923076923076923,7
PO04778,SUP014,2022-03-26,2022-04-20,516,GR04778,2022-04-20,512,5,PT Gunawan Wijayanti,405.49,Chemical,Asia,0,25,0.992248062015504,0.009765625,0,2022,3,1,26.7,0.55,1.7,0.009734186957257281,0.44999999999999996,25
PO05144,SUP020,2022-03-26,2022-04-16,813,GR05144,2022-04-16,810,12,Perum Prasasta Marpaung,146.21,Electronic,Asia,0,21,0.996309963099631,0.0148148148148148,0,2022,3,1,22.0,0.5,1.0,0.01105212379011407,0.5,21
PO00909,SUP016,2022-03-26,2022-04-05,785,GR00909,2022-04-05,780,0,PD Setiawan,280.5,Services,Domestic,0,10,0.9936305732484076,0.0,0,2022,3,1,10.631578947368421,0.21052631578947367,0.631578947368421,0.0010963230285044579,0.7894736842105263,10
PO05231,SUP011,2022-03-26,2022-04-09,330,GR05231,2022-04-09,329,1,UD Situmorang,86.18,Packaging,Asia,0,14,0.996969696969697,0.0030395136778115,0,2022,3,1,15.0,0.21428571428571427,1.0,0.004064820817068136,0.7857142857142857,14
PO06521,SUP004,2022-03-26,2022-04-20,966,GR06521,2022-04-20,964,16,PT Iswahyudi,299.34,Chemical,Domestic,0,25,0.9979296066252588,0.0165975103734439,0,2022,3,1,28.0,0.5,3.0,0.01200155564324019,0.5,25
PO03557,SUP028,2022-03-26,2022-04-09,769,GR03557,2022-04-12,768,7,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,3,17,0.9986996098829648,0.0091145833333333,1,2022,3,1,15.541666666666666,0.4166666666666667,1.5416666666666667,0.004636346603398008,0.5833333333333333,14
PO03632,SUP016,2022-03-27,2022-04-06,546,GR03632,2022-04-06,544,0,PD Setiawan,280.5,Services,Domestic,0,10,0.9963369963369964,0.0,0,2022,3,1,10.6,0.2,0.6,0.001041506877079235,0.8,10
PO06871,SUP023,2022-03-27,2022-04-17,972,GR06871,2022-04-19,972,21,PD Santoso (Persero) Tbk,321.14,Electronic,Europe,2,23,1.0,0.0216049382716049,1,2022,3,1,23.1,0.6,2.1,0.03531943001929355,0.4,21
PO01489,SUP032,2022-03-27,2022-04-10,199,GR01489,2022-04-10,198,2,PT Zulaika,130.85,Packaging,Domestic,0,14,0.9949748743718592,0.0101010101010101,0,2022,3,1,15.833333333333334,0.3888888888888889,1.8333333333333333,0.010188824231009645,0.6111111111111112,14
PO02559,SUP007,2022-03-28,2022-04-22,252,GR02559,2022-04-23,249,1,CV Hassanah Rahmawati Tbk,360.85,Chemical,Domestic,1,26,0.988095238095238,0.0040160642570281,1,2022,3,1,25.5,0.2222222222222222,0.5,0.007661732750746311,0.7777777777777778,25
PO03667,SUP013,2022-03-28,2022-04-18,582,GR03667,2022-04-19,581,10,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,1,22,0.9982817869415808,0.0172117039586919,1,2022,3,1,23.0,0.6428571428571429,2.0,0.011936745276693793,0.3571428571428571,21
PO06418,SUP001,2022-03-28,2022-04-18,983,GR06418,2022-04-19,982,16,PT Saefullah,373.36,Electronic,Domestic,1,22,0.9989827060020344,0.0162932790224032,1,2022,3,1,21.636363636363637,0.36363636363636365,0.6363636363636364,0.010081709876175354,0.6363636363636364,21
PO05442,SUP012,2022-03-28,2022-04-11,433,GR05442,2022-04-14,432,3,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,3,17,0.9976905311778292,0.0069444444444444,1,2022,3,1,14.642857142857142,0.14285714285714285,0.6428571428571429,0.012596442542926528,0.8571428571428572,14
PO03944,SUP014,2022-03-28,2022-04-22,583,GR03944,2022-05-03,581,7,PT Gunawan Wijayanti,405.49,Chemical,Asia,11,36,0.9965694682675816,0.0120481927710843,1,2022,3,1,26.61904761904762,0.5238095238095238,1.619047619047619,0.009735684006911697,0.47619047619047616,25
PO02077,SUP027,2022-03-28,2022-04-18,165,GR02077,2022-04-27,165,1,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,9,30,1.0,0.006060606060606,1,2022,3,1,23.15,0.5,2.15,0.010459818530686815,0.5,21
PO02885,SUP024,2022-03-29,2022-04-23,815,GR02885,2022-04-29,814,21,Perum Sihotang Prabowo,129.96,Chemical,Europe,6,31,0.9987730061349692,0.0257985257985257,1,2022,3,1,27.941176470588236,0.9411764705882353,2.9411764705882355,0.03486865540087253,0.05882352941176472,25
PO06101,SUP001,2022-03-29,2022-04-19,824,GR06101,2022-04-27,821,6,PT Saefullah,373.36,Electronic,Domestic,8,29,0.9963592233009708,0.0073081607795371,1,2022,3,1,21.666666666666668,0.4166666666666667,0.6666666666666666,0.010599340638361009,0.5833333333333333,21
PO04966,SUP013,2022-03-29,2022-04-19,392,GR04966,2022-04-19,392,2,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,0,21,1.0,0.0051020408163265,0,2022,3,1,22.933333333333334,0.6666666666666666,1.9333333333333333,0.012288409188827001,0.33333333333333337,21
PO07011,SUP017,2022-03-29,2022-04-23,864,GR07011,2022-04-24,864,11,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,1,26,1.0,0.0127314814814814,1,2022,3,1,26.125,0.375,1.125,0.010661132975856113,0.625,25
PO04313,SUP032,2022-03-29,2022-04-12,623,GR04313,2022-04-14,621,6,PT Zulaika,130.85,Packaging,Domestic,2,16,0.9967897271268058,0.0096618357487922,1,2022,3,1,15.736842105263158,0.3684210526315789,1.736842105263158,0.01018420243469388,0.631578947368421,14
PO02654,SUP011,2022-03-29,2022-04-12,314,GR02654,2022-04-12,310,1,UD Situmorang,86.18,Packaging,Asia,0,14,0.9872611464968152,0.0032258064516129,0,2022,3,1,14.933333333333334,0.2,0.9333333333333333,0.00399646700778436,0.8,14
PO01053,SUP002,2022-03-29,2022-04-05,559,GR01053,2022-04-05,555,1,CV Mandala Jailani,78.37,Food,Domestic,0,7,0.992844364937388,0.0018018018018018,0,2022,3,1,8.066666666666666,0.26666666666666666,1.0666666666666667,0.0015305749591893265,0.7333333333333334,7
PO03973,SUP016,2022-03-29,2022-04-08,169,GR03973,2022-04-08,166,0,PD Setiawan,280.5,Services,Domestic,0,10,0.9822485207100592,0.0,0,2022,3,1,10.571428571428571,0.19047619047619047,0.5714285714285714,0.0009919113115040333,0.8095238095238095,10
PO01596,SUP030,2022-03-29,2022-04-12,682,GR01596,2022-04-13,678,10,PD Riyanti Haryanto,331.16,Packaging,Domestic,1,15,0.9941348973607038,0.0147492625368731,1,2022,3,1,15.473684210526315,0.3157894736842105,1.4736842105263157,0.009155854815408357,0.6842105263157895,14
PO04431,SUP013,2022-03-30,2022-04-20,478,GR04431,2022-04-23,474,2,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,3,24,0.99163179916318,0.0042194092827004,1,2022,3,1,22.8125,0.625,1.8125,0.011839261165545718,0.375,21
PO00158,SUP016,2022-03-30,2022-04-09,732,GR00158,2022-04-09,727,2,PD Setiawan,280.5,Services,Domestic,0,10,0.993169398907104,0.0027510316368638,0,2022,3,1,10.545454545454545,0.18181818181818182,0.5454545454545454,0.0009468244337083955,0.8181818181818181,10
PO01604,SUP010,2022-03-30,2022-04-20,573,GR01604,2022-04-24,573,6,PT Iswahyudi Tbk,352.09,Electronic,Domestic,4,25,1.0,0.0104712041884816,1,2022,3,1,22.25,0.375,1.25,0.011531944009958175,0.625,21
PO00151,SUP003,2022-03-30,2022-04-20,904,GR00151,2022-04-21,899,39,Perum Anggraini,372.93,Electronic,Europe,1,22,0.9944690265486724,0.0433815350389321,1,2022,3,1,24.466666666666665,0.8666666666666667,3.466666666666667,0.03329744319695507,0.1333333333333333,21
PO02566,SUP032,2022-03-31,2022-04-14,511,GR02566,2022-04-14,506,4,PT Zulaika,130.85,Packaging,Domestic,0,14,0.9902152641878668,0.0079051383399209,0,2022,3,1,15.75,0.4,1.75,0.010158084100398795,0.6,14
PO01954,SUP034,2022-03-31,2022-04-25,539,GR01954,2022-04-25,535,8,CV Hasanah Adriansyah Tbk,449.93,Chemical,Asia,0,25,0.9925788497217068,0.0149532710280373,0,2022,3,1,26.68,0.52,1.68,0.011699008271701901,0.48,25
PO03624,SUP009,2022-03-31,2022-04-25,680,GR03624,2022-04-25,679,11,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,0,25,0.998529411764706,0.01620029455081,0,2022,3,1,25.8,0.4,0.8,0.01250417480164918,0.6,25
PO04327,SUP027,2022-03-31,2022-04-21,968,GR04327,2022-04-21,964,7,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,0,21,0.9958677685950412,0.0072614107883817,0,2022,3,1,23.476190476190474,0.5238095238095238,2.4761904761904763,0.010250332222587729,0.47619047619047616,21
